Date,Date,Open,High,Low,Close,Volume,Ema3,Ema6,Ema3-Ema6,Macd,Signal,Momentum,Rsi,Gradient
2021-02-28 22:34:00,2021-02-28 22:34:00,1172.22,1176.02,1172.22,1173.84,71.5864,1173.84,1173.84,0.0,0.0,0.0,0.0,73.52762598664202,61.00000000001273
2021-02-28 22:35:00,2021-02-28 22:35:00,1173.72,1175.32,1173.0,1174.45,47.43321,1174.145,1174.0142857142857,0.13071428571424804,0.0486609686608972,0.00973219373217944,0.038928774928717755,73.52762598664202,205.00000000000682
2021-02-28 22:36:00,2021-02-28 22:36:00,1174.99,1178.59,1174.56,1177.94,75.95184,1176.0425,1175.135918367347,0.9065816326531149,0.3646356766585086,0.08071289031744527,0.2839227863410633,73.52762598664202,-43.50000000000591
2021-02-28 22:37:00,2021-02-28 22:37:00,1177.99,1178.13,1172.69,1173.58,45.84601,1174.81125,1174.6913702623906,0.11987973760938075,0.26023254843244104,0.11661682194044443,0.1436157264919966,73.52762598664202,-27.499999999997726
2021-02-28 22:38:00,2021-02-28 22:38:00,1173.72,1177.99,1172.53,1177.39,23.58552,1176.100625,1175.462407330279,0.6382176697211435,0.47940123659236633,0.18917370487082882,0.2902275317215375,73.52762598664202,215.50000000000864
2021-02-28 22:39:00,2021-02-28 22:39:00,1177.11,1179.27,1176.97,1177.89,160.19962,1176.9953125000002,1176.1560052359134,0.8393072640867558,0.6855373741923358,0.2884464387351302,0.39709093545720564,73.52762598664202,112.5
2021-02-28 22:40:00,2021-02-28 22:40:00,1178.11,1179.8,1176.33,1179.64,29.58307,1178.3176562500003,1177.1514323113668,1.1662239386334932,0.978828793973662,0.4265229097828366,0.5523058841908254,76.5212708669894,184.9999999999909
2021-02-28 22:41:00,2021-02-28 22:41:00,1179.8,1182.58,1179.8,1181.59,48.3906,1179.9538281250002,1178.4195945081192,1.5342336168810107,1.3530163303385052,0.6118215938939704,0.7411947364445348,79.60520160913028,44.49999999999363
2021-02-28 22:42:00,2021-02-28 22:42:00,1182.2,1183.28,1178.0,1180.53,46.70996,1180.2419140625002,1179.0225675057995,1.219346556700657,1.5462058094806252,0.7986984370113014,0.7475073724693239,73.32285494672885,-76.99999999999818
2021-02-28 22:43:00,2021-02-28 22:43:00,1180.34,1180.74,1178.47,1180.05,29.60989,1180.14595703125,1179.3161196469996,0.8298373842503679,1.641653910694913,0.9672895317480239,0.6743643789468892,70.30776440974492,80.00000000000682
2021-02-28 22:44:00,2021-02-28 22:44:00,1180.31,1182.32,1179.68,1182.13,26.04301,1181.137978515625,1180.1200854621425,1.0178930534825668,1.8636528058261774,1.1465621865636546,0.7170906192625228,75.53834771392349,-12.999999999999545
2021-02-28 22:45:00,2021-02-28 22:45:00,1182.13,1182.52,1179.33,1179.79,47.04955,1180.4639892578125,1180.0257753301019,0.43821392771064893,1.8296786888399765,1.283185487018919,0.5464932018210575,61.02550803944602,-338.50000000001046
