-7.482604162378513057e-02,1.290043048859914887e-01,-1.925915017336593885e-02,9.051485634437683725e-02,-6.204537042040266792e-01,7.030580870567635365e-01,-9.492981361686587960e-02,-7.261877636679449355e-02,1.710921410142736798e+00,2.782476012351297601e-01,3.722531294041446781e-01,9.654491426682387800e-01,1.735876603051577982e+00,-1.425192889435761723e+00,-4.891607080702514154e-01,-2.009480915436624160e-01,-1.996736685696998137e-01,-2.535436501240337925e-01,3.317948235163221959e-02,-8.907396944217054191e-01,-3.934172404304903670e-01,-2.199307935160269012e-01,4.231607692377585828e-01,-9.731964139882394449e-02,-5.916143956763551814e-02,1.944263049939194965e-01,3.149459267844793575e-01,9.346661829974450830e-01,-4.954009896781138567e-01,-1.997715474985553297e-01,-6.037608332574304626e-01,-2.718376274135346216e-01,-3.402167159985129974e-01,-3.441422323419944251e-01,-3.355716230407753131e-01,-5.838817541775974673e-01,3.548279356237136750e-01,1.224943756262564798e-01,-1.384568483886967349e-01,4.177759428772839789e-03,2.793913991302260924e-01,-2.458383205117858628e-01
-2.827501879604122914e-01,7.442814509622519559e-02,-4.910711727338541721e-02,1.137127237661500340e-01,-3.998571839061222377e-01,1.065569907923075821e+00,-2.005370255079129693e-01,-3.684741657585796082e-01,2.433329847411021429e+00,5.130576148839915973e-01,2.739445207710606844e-01,1.132513170575192962e+00,2.373336110323530868e+00,-2.115212937094755663e+00,-2.613999716589900935e-01,-3.074025208423655231e-01,-3.552714199250781024e-01,3.771591081295089243e-02,-3.748278958258031285e-02,-1.960120147340938423e+00,-4.580750828222909243e-01,-3.543029871926176022e-01,5.789275261185592436e-01,8.485819508831433282e-04,-2.282955582834093333e-01,2.173089961222209876e-01,3.701874912203134693e-01,1.250180324363540985e+00,-4.662177177039588116e-01,-5.253548036660827814e-01,-4.205622039223881892e-01,1.729156874658666077e-02,-5.512232674624737427e-01,-3.827897882599967105e-01,-5.240526179438400600e-01,-4.864733486801379736e-01,5.074334847942183480e-01,-1.190214518475684324e-01,-2.734286367049361677e-01,-3.746695765860068583e-01,4.622186377472075058e-01,-3.399609526922383052e-01
-4.787435115714390732e-01,-1.604703701867263299e-01,1.070859721710034629e-01,1.033638586104873719e-01,-6.320913352976931243e-01,1.591697939765944980e+00,2.378668328548058930e-01,-1.974223615356014427e-01,1.869664220665868237e+00,6.878146316916161629e-01,3.419594020643592636e-01,6.460267206435473808e-01,1.938852054456834617e+00,-2.518281938904819661e+00,-3.647136148718595483e-01,-1.823404855283387860e-01,-1.470523001786351036e-01,-4.300484472202951713e-01,1.699351812868534761e-01,-1.352504942119907350e+00,1.281415597312910715e-01,-3.243028366712186195e-01,4.485315407089789930e-01,1.475741947986106695e-01,-2.337631873658416182e-03,-4.396999072338058645e-01,3.947418644886557249e-01,1.261984024643437508e+00,-5.377500983776141164e-01,-2.962363214087901930e-01,-1.288151586315493813e-01,-4.568678628721006274e-01,-3.746708506836294861e-01,-1.306021541506058314e-01,-3.040611297807729874e-01,-1.050543137320541498e-01,4.125048538647850260e-01,-1.584363399474954942e-02,5.343129041655590716e-03,-1.663751356279078719e-01,5.315632204041035314e-01,-5.059232886069756630e-01
1.656012601907204118e-01,-3.437789470703979111e-01,-4.667963737670591806e-01,-3.893104645054923929e-01,-2.658495802165071198e-01,-2.850849603309848046e+00,-5.959062720177396022e-01,-1.612871612170823921e-01,-3.357761951182274274e+00,-1.298940301405538955e+00,-6.964018154622889645e-01,-4.169581909626990379e-01,-4.743438698598299474e+00,4.149905227020254550e+00,1.224734095026315528e-01,6.130942192981983507e-02,-7.867967634029839064e-02,2.051454750673756544e-01,-1.117069958207628222e+00,4.182599130852492131e+00,1.879935811675520485e-02,1.477316419382193047e-01,1.223469045342197997e-01,7.222165900849959741e-02,-4.493416810260957850e-01,2.135182090658428677e+00,-2.202911503396484394e-01,-1.727728770365490885e+00,1.361191292585292034e-01,2.796694531742808382e-02,-2.224310539943214760e-01,-2.014997963168141948e-01,9.821602335389560956e-01,2.282849163346316046e-01,-1.086754544493605951e-02,2.312764292776462172e-01,-1.713522950574074277e-02,2.708784352224988812e-01,-4.531299829441691740e-01,2.525027643258539900e+00,-1.157549080699424415e+00,1.454556545920922650e+00
-2.391980189149485458e-01,9.059238306469628854e-02,-1.886879290849972357e-01,-1.128509113853845280e-01,-4.743641315699444472e-01,1.062482253236683771e+00,-6.862141644553526598e-02,-2.733265005891116761e-01,2.139575213925699160e+00,3.511500958022752972e-01,-1.061922729229908963e-01,1.047153533919165103e+00,2.665097602624376893e+00,-2.228751290082680470e+00,-3.629465696681360987e-01,-6.843134077248050340e-02,-5.372280995894019862e-01,-4.144417799317898221e-02,3.115204989737621055e-01,-1.414240602562061522e+00,-3.916724038202544778e-01,-5.329560703936741389e-02,2.569848785215684828e-01,-1.115508278434894363e-01,-1.637914274013684279e-01,-2.005225351759252483e-01,1.401426880079869042e-01,1.273263674467113971e+00,-2.871329748039288532e-01,5.101173806401637645e-02,-3.802412145656234865e-01,-2.740891213942968641e-01,-4.497765464972234284e-01,-4.387499004269271863e-01,-5.555530834973081422e-01,-2.522202346892112867e-01,2.213873768892272720e-01,1.679279441071883025e-02,-2.594784929758903735e-01,-2.346472245521245559e-01,6.105526526576599000e-01,-4.128878352279355401e-01
-2.513199936361962261e-01,-4.254389991399498139e-01,-1.230896546286942700e-01,-3.332563223835691493e-03,-3.605567473822655633e-01,7.324028473039150278e-01,4.790191548406389638e-02,-2.869005575368226979e-01,1.271281774034257239e+00,2.685414728886281188e-01,2.343084071169794225e-01,5.832095269287608241e-01,1.227045448103485814e+00,-1.098509959506765554e+00,-3.991527451890169442e-01,-2.301219556487989482e-01,-2.237566987920362183e-01,-2.936783254558422152e-01,-1.603588795939557554e-01,-3.693010985239921218e-01,-1.881663167438842876e-01,-4.468294089625269860e-01,4.297165522264936866e-01,-3.398044898046943818e-02,1.124602985860745780e-01,1.526623089924961096e-01,1.901605239269031355e-01,4.425264133292181601e-01,-2.827279495806118703e-01,-8.997324346236301729e-02,-2.144629469637295560e-01,-1.093210108961290838e-01,-7.003087094948841351e-02,3.792187861811790323e-02,-4.701067031248176153e-01,-4.787954785589131901e-01,4.578394963079689961e-01,2.716009610123142903e-01,7.168971887644036423e-02,-1.329528736933543454e-01,4.344743677091630341e-01,-1.638658619572511410e-01
-6.581760402483355366e-01,1.103631981283258595e-01,1.043556657817669847e-01,1.331636578325163800e-01,-8.156784871692051020e-01,2.319017522269016585e+00,9.470164032947122126e-03,-1.209643501242738534e-01,2.830180278731571075e+00,9.411040355466575580e-01,4.204491573347027278e-01,1.107225483329002280e+00,3.741402751586429876e+00,-1.931482490560837428e+00,-4.840533372826968939e-01,-3.004672367270459499e-01,-5.802214977555446573e-01,-2.975983358205834262e-01,3.552260190236693482e-01,-2.374446084426413250e+00,-3.593439930920180880e-01,-3.315038308093589681e-01,3.348794924117270283e-02,9.467254633880281545e-02,-1.428405601505203792e-01,-6.162697684281550625e-01,3.685449727152010357e-01,2.216908610747250652e+00,-4.299458667393058486e-01,-6.735680166575093164e-01,-4.688797321311531374e-01,-3.997031499523285292e-01,-4.346126205846347346e-01,-4.743059234252047784e-01,-7.085985547240342131e-01,-3.045424139251006745e-01,-1.515112965635483921e-01,-2.394427329120182024e-01,-2.919766215002284615e-01,-1.207890122277951006e+00,3.366550311177666788e-01,-9.705428462053923289e-01
-5.645674606276802204e-02,-3.041886773289245172e-01,-4.587198527114497160e-02,-3.670152586737882028e-01,3.076081330818072890e-01,-1.241045059546226126e+00,-2.432382516286955842e-01,7.653953579914073158e-02,-2.325204073249913961e+00,-5.691484082542525025e-01,-2.354319802823032493e-01,-4.834487204024379148e-01,-2.106323874592268997e+00,3.008603714995715883e+00,-6.751567364951967503e-04,2.093329294421693576e-01,-7.948143564778015202e-02,9.432637919631961521e-02,-6.170635801524527730e-01,1.977314557742117174e+00,-1.127777735481114152e-01,2.556041671999644826e-01,-4.778572781195296049e-01,7.085960699860439915e-02,1.609292300199421377e-01,6.070299809516729317e-01,-1.476068493117941305e-01,-1.073257741313193847e+00,-9.284994710200362988e-02,9.009118438432818510e-02,1.526081395299625221e-01,-2.516615945861755410e-01,2.773272433871429299e-01,-5.960287477172321324e-02,1.888471703982968763e-01,2.757024334508463743e-03,-4.833442591142900757e-01,2.958762262939897969e-01,2.536142692177393854e-01,6.959707538466690657e-01,-5.638053492020411728e-01,7.228045894504736557e-02
2.635730602945723366e-01,-2.598431476126044637e-01,-2.748237144637725171e-01,-4.852329005054261124e-01,2.262054286968048777e-01,-4.552330592094452122e+00,-4.015720005729652153e-01,-4.002476022211219342e-01,-4.419589311882897498e+00,-8.872929071919575250e-01,-1.331104264949337090e-01,-4.170180938360348866e-01,-5.978517604292301613e+00,4.287583510504680007e+00,3.042452828290758138e-01,-5.096618537306194137e-03,3.256364375933884503e-01,-9.801908693772762304e-02,-5.936441430763608196e-01,3.193350584359847311e+00,-2.381829407355713912e-01,7.682535276536918423e-02,9.480470416427064784e-01,4.444487452911964898e-01,-1.227751050070114702e-01,2.647515879383835813e+00,-1.777606282348879463e-01,-4.570937392622990814e+00,4.437860652423075702e-01,2.880061386889101183e-01,5.756394692097513976e-01,5.055126805755001396e-01,1.578258109179407453e+00,1.280312899089795620e+00,3.204842120513654025e-01,3.442534194364305633e-01,1.402276674535229084e+00,7.451297655780604323e-01,3.869880728944918163e-02,3.208876970739185985e+00,-2.738212206404611604e-01,1.073436817473544913e+00
-7.747913043465072536e-02,-1.298240239090246717e-01,-1.060878908415680277e-01,-8.419032776841079216e-03,-4.155788522834230059e-01,4.092248810986303664e-01,-1.044033102083866682e-01,-2.471282943730193082e-01,1.210254467815175428e+00,3.476992448269323743e-01,1.651754146998096195e-01,7.507390169775012279e-01,1.249055247704915717e+00,-1.135963368066924106e+00,-4.083586972025488593e-01,-2.280546945874427911e-01,-2.756152985431486666e-02,-1.781496638892874351e-01,6.834867281481309120e-02,-5.054319713615453846e-01,-2.131162732931697890e-01,-5.788476060863874118e-01,5.656955601913067344e-01,3.479095098221203931e-03,-2.121991113301628928e-01,1.260257460540435415e-01,1.863311435655878867e-01,7.437194981955009832e-01,-5.046500361493583275e-01,-5.305580823565825277e-01,-3.190314118832849322e-01,1.554402754511602543e-02,-5.439580873689136009e-01,-1.651199043342507777e-01,-2.908555761211514823e-01,-3.709816477021473657e-01,3.476332955883395526e-01,-5.098492010828561960e-02,4.067191646410684563e-02,2.036119337770556093e-01,5.875554600389140125e-01,7.990557820821914473e-03
