5.273573328298916119e-01,-2.102239981313228923e-01,4.861207898773172720e-01,-1.826545647050907273e-01,3.922541813487094298e-01,-2.418645237539198967e-01,-4.266546285715586140e-01,-3.162537583391711871e-01,-3.980789772391807313e-01,1.968216846708949891e-02,-5.058479043335966513e-02,2.550672691091004363e-01,-1.989707181620510024e-01,-1.758972036552532980e-01,4.568932646612589021e-01,-3.589984446968422782e-01,3.555379981369899411e-01,-4.105361202693516010e-01,4.669046214655415139e-01,-2.349590683179262895e-01
-1.614297784664846247e-01,2.245732549894035035e-01,6.765038356521380081e-02,1.194036682988136311e-01,-1.278362137947339494e-01,-9.462318049942533560e-02,-1.084885296877766692e-01,-1.521646425633292055e-01,5.771089248002668759e-01,-1.662141063293992582e-01,1.228226840460062697e-01,-1.390272950521708427e-02,-2.951103677222552402e-01,3.723862438256645979e-01,-1.542473921815937510e-01,4.635497894009880104e-01,-4.214599368016024861e-01,2.367986541463259209e-01,7.718761598264869961e-02,-2.016649168926866742e-01
-7.521748096395004524e-01,8.082002029167391077e-01,-4.726675414888005244e-01,6.510190529007234828e-01,-4.657828848766893404e-01,4.345718395051634264e-01,4.706527075607455646e-01,1.111606804347945898e+00,8.882356897729064560e-01,-3.372162983732536999e-03,4.365807241765269908e-01,6.580485633155225278e-01,4.613980420561379914e-01,1.164352195344955820e+00,-5.982890040205631754e-01,9.522484701930827855e-01,-4.447990842398189537e-01,2.947297364524735785e-01,-6.453929542632617922e-02,6.559601281764231295e-01
-1.842409354259701981e-01,2.626418726450561320e-02,-2.619529211948767311e-01,1.272852774629689987e-01,3.455053779841719963e-02,5.349668540672480876e-02,2.622811788195862914e-01,5.504394734499479247e-02,-9.047178737388034131e-02,-1.101048464407123062e-01,5.300909277632358252e-02,1.661607194079477712e-01,-1.869066099237445544e-01,4.811392157288519877e-01,-5.479021515522851660e-01,-4.049238889721697848e-02,-1.917044127248255792e-01,1.411984735445554751e-01,-3.591898136899510097e-01,2.056614538419564986e-01
-1.187580825954685088e-01,3.271118014471374735e-01,-8.477945906999095893e-01,7.311748562007820418e-01,-9.578112011142992932e-01,7.896632428144657601e-01,3.007885542944038204e-01,4.402794693990609298e-01,9.899466240326414423e-01,-2.936267964905754368e-01,1.243752657645362802e-01,6.932351945513837155e-01,2.637828405145146715e-01,7.283083366302985917e-01,-7.728306738184289593e-01,1.004416296757862787e-01,-5.172685505744228918e-01,6.049193975528931455e-01,-3.700980306901794359e-01,3.263188614384927022e-01
-5.223709759537780162e-01,6.883156426495197211e-01,-4.657308506603768383e-01,2.382975352107621347e-01,-5.766945521120188101e-01,5.128911314343590488e-01,8.313735037252025784e-01,2.688419528764303679e-01,1.173417610140070177e+00,2.271351783118169196e-02,7.089903854875975187e-01,4.828063630317918631e-01,5.641512286136814991e-01,7.491002762266787407e-01,-3.997701618337340390e-01,8.392633144158232472e-01,-4.189462127955990156e-01,7.555930428481906214e-01,-3.096780291492467474e-01,1.632745067252806270e-01
-1.204256353485854275e-01,1.169519766742731920e-02,-5.103379073136309341e-01,3.059940392236710771e-01,-3.437708954641962578e-01,2.851683684861195944e-01,3.010909895840790940e-01,5.218940891568450979e-01,1.225795413749056900e-01,-3.440050511435447378e-01,4.292981162292441172e-03,-5.672792457934141414e-02,2.742119984908069075e-01,2.841138430759337363e-01,-6.577280862916472515e-01,1.224479888155982493e-01,-6.592664243946214087e-02,1.649543382758678622e-01,-2.220234193847933357e-01,2.133551435867767632e-01
-1.127100977717073182e-01,-4.013183862819889591e-01,7.021908888847566699e-02,5.046749373522433357e-01,-2.190244627143139444e-01,-3.638955092891589804e-01,-1.153352462711632193e-01,-8.662049248297516713e-02,-1.265272084167820277e-01,1.942450758554029044e-01,-2.018939204572980095e-01,1.536563045068390920e-01,-6.844243643517689511e-03,-1.580561785605268110e-01,4.546526315882336022e-01,-6.597789144266567873e-02,3.524427865701345031e-01,-1.163278723285389032e-01,4.795891361163392430e-01,-5.685852158407028734e-02
-3.073531387867226572e-01,2.280569012338229742e-02,-1.288839331275848932e-01,2.784726175482551414e-01,-3.622259700918507574e-01,1.182015312781268812e-01,-2.494796624635123583e-01,-4.945321824781599707e-02,-1.950901759176711936e-01,-3.549673308074615119e-01,5.805722132374348254e-02,2.916202422355831936e-01,3.303337767263498925e-01,-3.593812856034332426e-01,1.014174745540787348e-01,4.956838432159368923e-02,-4.663576489267873271e-01,2.774331647485037688e-01,-3.633833490490918638e-01,2.804358059253577728e-01
-5.915661259562805530e-01,3.663129433859946826e-01,-4.468996396481627609e-01,2.993034243686266138e-01,-5.647324760527115961e-01,2.175547973399284962e-01,9.554332200965622857e-01,9.995897013819385335e-02,4.721281991771854036e-01,-4.416217572438342898e-01,7.748136810320461754e-01,-1.111854491802442280e-01,-2.519382488612588455e-02,2.937543610384676374e-01,-4.023634525684869345e-01,6.866990800369967562e-01,-7.430856207612562825e-01,4.216983324547478040e-01,-1.462421624963734235e-01,1.205719575689515599e-01
4.418217007367595817e-01,-2.165471017925635067e-01,7.872023765154192443e-01,-1.381947533475781087e-01,4.606648464041097624e-01,-5.652609274337337952e-01,-1.464386413096549766e-01,-1.200263038977082419e-01,-4.803630653550530760e-01,1.643198831401126297e-02,-3.712881886173128865e-01,-1.771887654745779583e-01,2.288559266276202764e-01,2.180328221582488457e-01,5.218212205970974571e-01,-1.728314727403867102e-01,4.430138898929419367e-01,-4.116771517570543271e-01,3.644456351726466647e-01,3.965506730409432690e-01
