Date,Date,Open,High,Low,Close,Volume,Ema3,Ema6,Ema3-Ema6,Macd,Signal,Momentum,Rsi,Gradient
2021-03-18 00:00:00,2021-03-18 00:00:00,1513.54,1517.89,1513.53,1517.15,84.04329,1516.4349002301576,1516.9074049096787,-0.4725046795210801,-1.45971736771412,-1.14573270706919,-0.3139846606449299,47.525228046665205,175.49999999999955
2021-03-18 00:05:00,2021-03-18 00:05:00,1517.18,1517.2,1515.64,1516.8,48.81124,1516.6174501150788,1516.8767177926275,-0.25926767754867797,-1.4377578469905075,-1.2041377350534537,-0.2336201119370538,46.15696831204135,-83.50000000000364
2021-03-18 00:10:00,2021-03-18 00:10:00,1516.83,1520.0,1515.0,1515.48,65.62793,1516.0487250575393,1516.4776555661626,-0.4289305086233526,-1.509467534777059,-1.2652036949981749,-0.2442638397788841,40.83617351042263,62.000000000000455
2021-03-18 00:15:00,2021-03-18 00:15:00,1515.48,1518.95,1515.45,1518.04,60.81556,1517.0443625287696,1516.9240396901162,0.12032283865346471,-1.3442319051537197,-1.2810093370292839,-0.06322256812443583,53.35109135139698,157.50000000000455
2021-03-18 00:20:00,2021-03-18 00:20:00,1518.08,1519.19,1516.96,1518.63,119.85055,1517.837181264385,1517.4114569215117,0.42572434287330907,-1.1523893816008695,-1.255285345943601,0.10289596434273163,55.92928277260982,-122.50000000000227
2021-03-18 00:25:00,2021-03-18 00:25:00,1518.54,1519.14,1515.42,1515.59,57.69263,1516.7135906321923,1516.8910406582227,-0.17745002603032844,-1.2314598901382396,-1.250520254782529,0.019060364644289285,41.68461599890662,-357.50000000000455
2021-03-18 00:30:00,2021-03-18 00:30:00,1515.52,1516.18,1510.3,1511.48,106.21921,1514.0967953160962,1515.3450290415876,-1.2482337254914455,-1.6072392356859382,-1.3218640509632107,-0.2853751847227275,29.496570775080443,-25.0
2021-03-18 00:35:00,2021-03-18 00:35:00,1511.47,1516.33,1511.4,1515.09,107.40694,1514.5933976580482,1515.272163601134,-0.6787659430858639,-1.5953599282295272,-1.376563226416474,-0.21879670181305322,46.105724832203,235.50000000000182
2021-03-18 00:40:00,2021-03-18 00:40:00,1515.3,1517.12,1515.18,1516.19,64.49193,1515.391698829024,1515.5344025722386,-0.14270374321449708,-1.480122750840792,-1.3972751313013376,-0.0828476195394543,50.37998444921125,80.00000000000682
2021-03-18 00:45:00,2021-03-18 00:45:00,1516.78,1517.23,1515.49,1516.69,32.9738,1516.0408494145122,1515.8645732658847,0.17627614862749397,-1.3330836773786814,-1.3844368405168064,0.05135316313812499,52.4374926212717,29.999999999995453
2021-03-18 00:50:00,2021-03-18 00:50:00,1516.85,1517.97,1516.43,1516.79,70.77348,1516.415424707256,1516.1289809042034,0.2864438030526344,-1.1947130793398628,-1.3464920882814178,0.15177900894155494,52.90615497017409,212.99999999999955
2021-03-18 00:55:00,2021-03-18 00:55:00,1517.96,1523.01,1517.56,1520.95,234.23354,1518.6827123536282,1517.506414931574,1.1762974220541764,-0.7408362509120252,-1.2253609208075391,0.4845246698955139,68.433479098604,465.9999999999968
2021-03-18 01:00:00,2021-03-18 01:00:00,1520.95,1532.04,1520.89,1526.11,387.22707,1522.3963561768142,1519.9645820939813,2.431774082832817,0.034831762823614554,-0.9733223840813084,1.008154146904923,78.82523095494739,245.49999999999272
2021-03-18 01:05:00,2021-03-18 01:05:00,1526.27,1530.21,1525.51,1525.86,81.84736,1524.128178088407,1521.6489872099864,2.479190878420468,0.622208904493391,-0.6542161263663686,1.2764250308597596,77.34487838197055,-97.99999999999045
2021-03-18 01:10:00,2021-03-18 01:10:00,1526.63,1527.15,1523.85,1524.15,97.9115,1524.1390890442035,1522.3635622928475,1.775526751355983,0.9389037145820112,-0.33559215817669263,1.274495872758704,67.01470998509348,-210.99999999999
2021-03-18 01:15:00,2021-03-18 01:15:00,1524.01,1524.36,1520.37,1521.64,112.49987,1522.889544522102,1522.1568302091769,0.7327143129250544,0.9760987513800501,-0.07325397626534408,1.0493527276453942,54.25182038242005,-484.50000000000273
2021-03-18 01:20:00,2021-03-18 01:20:00,1521.61,1521.69,1508.63,1514.46,202.57402,1518.674772261051,1519.9577358636977,-1.2829636026467597,0.42135299671872417,0.02566741833146957,0.3956855783872546,32.80535933053592,-267.5000000000068
2021-03-18 01:25:00,2021-03-18 01:25:00,1514.79,1517.7,1513.19,1516.29,41.30559,1517.4823861305254,1518.9098113312127,-1.4274252006873667,0.12790429438609863,0.04611479354239538,0.08178950084370325,40.05329799736764,375.0
2021-03-18 01:30:00,2021-03-18 01:30:00,1517.01,1523.23,1517.01,1521.96,68.61747,1519.7211930652627,1519.7812938080092,-0.060100742746499236,0.3488444359272762,0.10666072201937155,0.24218371390790466,57.21286419647507,93.00000000000637
2021-03-18 01:35:00,2021-03-18 01:35:00,1521.58,1523.28,1516.44,1518.15,89.16617,1518.9355965326313,1519.3152098628639,-0.37961333023258703,0.2140386273238164,0.12813630308026053,0.08590232424355587,46.48372067133002,-79.50000000000728
2021-03-18 01:40:00,2021-03-18 01:40:00,1518.05,1520.67,1516.48,1520.37,63.53856,1519.6527982663156,1519.616578473474,0.0362197928416208,0.2830763712690896,0.15912431671802635,0.12395205455106323,52.68750208685196,42.999999999995
2021-03-18 01:45:00,2021-03-18 01:45:00,1520.73,1521.53,1517.39,1519.01,64.97365,1519.331399133158,1519.4432703381958,-0.11187120503791448,0.22544980175280216,0.1723894137249815,0.05306038802782065,48.5500986380161,10.500000000001819
2021-03-18 01:50:00,2021-03-18 01:50:00,1518.73,1520.88,1517.29,1520.58,47.55344,1519.955699566579,1519.7680502415685,0.18764932501039766,0.30297371678443596,0.1985062743368724,0.10446744244756356,53.59787517973003,-101.99999999999818
