Date,Date,Open,High,Low,Close,Volume,Close-Open,Ema3,Ema6,Ema3-Ema6,Macd,Signal,Momentum,Rsi,Gradient
2021-03-09 00:00:00,2021-03-09 00:00:00,1509.47,1512.65,1507.47,1512.62,67.78721,3.1499999999998636,1510.4581006096505,1508.8682832096301,1.5898174000203653,2.678588963869288,3.1264453932918697,-0.44785642942258175,63.17880452288579,426.9999999999982
2021-03-09 00:05:00,2021-03-09 00:05:00,1512.69,1518.0,1512.43,1518.0,164.52685,5.309999999999945,1514.2290503048253,1511.4773451497358,2.7517051550894394,3.2856413765487105,3.1582845899432384,0.12735678660547212,71.85955022867282,289.50000000000955
2021-03-09 00:10:00,2021-03-09 00:10:00,1517.99,1518.41,1514.41,1518.41,77.77012,0.42000000000007276,1516.3195251524126,1513.458103678383,2.861421474029612,3.7565155873196545,3.277930789418522,0.4785847979011324,72.45344468959367,567.999999999995
2021-03-09 00:15:00,2021-03-09 00:15:00,1518.41,1529.36,1518.32,1529.36,296.74791,10.949999999999818,1522.8397625762063,1518.0015026274164,4.8382599487899824,4.95612910758382,3.6135704530515818,1.342558654532238,83.56781808215055,391.49999999999636
2021-03-09 00:20:00,2021-03-09 00:20:00,1529.36,1531.5,1522.69,1526.24,155.90357,-3.119999999999891,1524.539881288103,1520.3553590195831,4.184522268519913,5.5906282575620025,4.008982013953666,1.5816462436083363,73.4367987799641,70.00000000000455
2021-03-09 00:25:00,2021-03-09 00:25:00,1526.84,1530.82,1526.04,1530.76,82.23402,3.9200000000000728,1527.6499406440516,1523.3281135854165,4.321827058635108,6.384601913441884,4.48410599385131,1.9004959195905737,78.06064183594218,474.50000000000045
2021-03-09 00:30:00,2021-03-09 00:30:00,1530.52,1538.56,1530.21,1535.73,321.2046,5.210000000000036,1531.6899703220258,1526.871509703869,4.818460618156905,7.330369285843972,5.053358652249843,2.277010633594129,82.15847171951009,461.00000000000136
2021-03-09 00:35:00,2021-03-09 00:35:00,1535.34,1540.0,1533.82,1539.98,160.13638,4.6400000000001,1535.8349851610128,1530.6167926456208,5.218192515392047,8.326849486035599,5.708056819006995,2.618792667028604,85.0280726557453,479.4999999999959
2021-03-09 00:40:00,2021-03-09 00:40:00,1539.98,1545.49,1536.73,1545.32,127.30923,5.339999999999918,1540.5774925805063,1534.8177090325862,5.759783547920051,9.43865762594578,6.4541769803947515,2.984480645551028,87.95022017761957,323.50000000000136
2021-03-09 00:45:00,2021-03-09 00:45:00,1545.49,1549.9,1544.87,1546.45,275.61155,0.9600000000000364,1543.513746290253,1538.1412207375615,5.372525552691513,10.292311779710872,7.221803940257976,3.0705078394528957,88.5192226498379,168.5000000000059
2021-03-09 00:50:00,2021-03-09 00:50:00,1546.05,1548.69,1543.73,1548.69,166.95559,2.6400000000001,1546.1018731451265,1541.155157669687,4.946715475439532,11.022527293005624,7.981948610807505,3.0405786821981184,89.67859918493593,-46.50000000000318
2021-03-09 00:55:00,2021-03-09 00:55:00,1548.13,1553.18,1542.0,1545.52,281.92259,-2.6100000000001273,1545.8109365725632,1542.4022554783478,3.4086810942153534,11.216143124869177,8.62878751361984,2.587355611249336,76.5507094162693,108.49999999999227
2021-03-09 01:00:00,2021-03-09 01:00:00,1545.97,1554.24,1545.97,1550.86,106.66734,4.889999999999873,1548.3354682862814,1544.8187539131056,3.5167143731757733,11.666000051544415,9.236230021204756,2.429770030339659,81.90524732763674,-194.49999999999363
2021-03-09 01:05:00,2021-03-09 01:05:00,1550.27,1552.74,1537.88,1541.63,167.31029,-8.639999999999873,1544.9827341431408,1543.907681366504,1.0750527766367668,11.149209893793568,9.618825995722519,1.5303838980710491,55.58082012189126,-454.99999999999545
2021-03-09 01:10:00,2021-03-09 01:10:00,1541.51,1542.11,1538.15,1541.76,143.1541,0.25,1543.3713670715704,1543.2940581189314,0.07730895263898674,10.627631167421441,9.820587030062304,0.8070441373591368,55.820807210895104,-235.50000000000182
2021-03-09 01:15:00,2021-03-09 01:15:00,1541.77,1542.59,1535.78,1536.92,72.77253,-4.849999999999909,1540.1456835357853,1541.4728986563796,-1.3272151205942464,9.71177739413929,9.798825102877702,-0.08704770873841206,44.96675018416054,-837.9999999999995
2021-03-09 01:20:00,2021-03-09 01:20:00,1536.89,1536.89,1524.55,1525.0,281.85193,-11.8900000000001,1532.5728417678927,1536.7663561831282,-4.193514415235541,7.932669424825235,9.425593967267208,-1.4929245424419726,28.556550351592065,-452.5000000000091
2021-03-09 01:25:00,2021-03-09 01:25:00,1525.56,1531.22,1525.11,1527.87,96.9492,2.3099999999999454,1530.2214208839464,1534.224540130806,-4.003119246859569,6.677326492459088,8.875940472305585,-2.198613979846497,35.371083813075714,316.9999999999959
2021-03-09 01:30:00,2021-03-09 01:30:00,1527.72,1533.08,1525.09,1531.34,66.7634,3.619999999999891,1530.780710441973,1533.4003858077185,-2.619675365745479,5.894509932998744,8.279654364444218,-2.3851444314454735,43.227755426182036,298.0000000000018
2021-03-09 01:35:00,2021-03-09 01:35:00,1530.74,1534.42,1530.15,1533.83,77.37297,3.089999999999918,1532.3053552209865,1533.523132719799,-1.2177774988124384,5.412650692019724,7.706253629959319,-2.2936029379395944,48.60751048456133,168.5000000000059
2021-03-09 01:40:00,2021-03-09 01:40:00,1534.07,1537.97,1533.43,1534.71,60.50453,0.6400000000001,1533.5076776104934,1533.8622376569992,-0.3545600465058669,5.043642446899412,7.173731393347337,-2.130088946447925,50.59305228008048,50.499999999999545
2021-03-09 01:45:00,2021-03-09 01:45:00,1534.41,1535.62,1530.32,1534.84,78.66596,0.4299999999998363,1534.1738388052468,1534.141598326428,0.032240478818721385,4.7074263865126795,6.680470391980406,-1.9730440054677265,50.92913410376328,-117.50000000000682
2021-03-09 01:50:00,2021-03-09 01:50:00,1534.61,1536.59,1530.29,1532.36,63.88915,-2.25,1533.2669194026234,1533.6325702331628,-0.36565083053937997,4.192528602602806,6.182882034104886,-1.99035343150208,44.06698824897555,-161.5000000000009
