Date,Date,Open,High,Low,Close,Volume,Ema3,Ema6,Ema3-Ema6,Macd,Signal,Momentum,Rsi,Gradient
2021-03-02 21:15:00,2021-03-02 21:15:00,1215.33,1220.71,1211.92,1216.58,163.68907,1218.242604360225,1222.1346228078346,-3.8920184476096438,-8.307683068204142,-7.123797906644793,-1.183885161559349,33.451536941612545,-117.50000000000682
2021-03-02 21:20:00,2021-03-02 21:20:00,1216.56,1220.06,1212.29,1213.37,166.42201,1215.8063021801124,1219.6304448627388,-3.824142682626416,-8.81430219647541,-7.4618987646109165,-1.3524034318644933,30.27673567310785,73.50000000000136
2021-03-02 21:25:00,2021-03-02 21:25:00,1214.11,1219.84,1212.35,1218.05,335.61569,1216.9281510900562,1219.1788891876706,-2.2507380976144304,-8.73744479330935,-7.717007970350604,-1.0204368229587466,40.20527594117628,106.50000000000546
2021-03-02 21:30:00,2021-03-02 21:30:00,1218.43,1222.94,1215.08,1215.5,174.42805,1216.2140755450282,1218.1277779911934,-1.913702446165189,-8.781075662129979,-7.929821508706479,-0.8512541534234996,36.78072559296572,-252.49999999999773
2021-03-02 21:35:00,2021-03-02 21:35:00,1215.37,1216.1,1210.52,1213.0,243.29015,1214.607037772514,1216.6626985651383,-2.055660792624167,-8.914620352378734,-8.12678127744093,-0.7878390749378035,33.43070751463401,-109.00000000000318
2021-03-02 21:40:00,2021-03-02 21:40:00,1212.8,1219.86,1211.61,1213.32,205.23143,1213.9635188862571,1215.7076418322417,-1.7441229459846,-8.892131202546125,-8.27985126246197,-0.6122799400841554,34.34916347757887,-114.99999999999773
2021-03-02 21:45:00,2021-03-02 21:45:00,1213.76,1218.57,1206.71,1210.7,358.36907,1212.3317594431287,1214.2768870230298,-1.9451275799010546,-8.98217951874517,-8.42031691371861,-0.56186260502656,30.248777136730098,58.00000000000409
2021-03-02 21:50:00,2021-03-02 21:50:00,1210.7,1219.32,1209.39,1214.48,206.121,1213.4058797215644,1214.334919302164,-0.9290395805996923,-8.648830712134668,-8.466019673401822,-0.18281103873284543,42.19534561058589,353.99999999999636
2021-03-02 21:55:00,2021-03-02 21:55:00,1214.62,1219.39,1212.49,1217.78,187.50903,1215.5929398607823,1215.3192280729743,0.2737117878079971,-8.02584995809957,-8.377985730341372,0.3521357722418017,50.98932460943278,47.00000000000273
2021-03-02 22:00:00,2021-03-02 22:00:00,1217.9,1219.24,1212.27,1215.42,215.66336,1215.5064699303912,1215.3480200521246,0.15844987826653778,-7.63455905441856,-8.22930039515681,0.5947413407382509,45.10104374769139,67.50000000000682
2021-03-02 22:05:00,2021-03-02 22:05:00,1215.58,1219.57,1212.92,1219.13,229.29629,1217.3182349651956,1216.4285857515176,0.8896492136780125,-6.945034169147675,-7.972447149954984,1.0274129808073091,54.92131806338175,170.49999999999272
2021-03-02 22:10:00,2021-03-02 22:10:00,1219.2,1221.42,1216.53,1218.83,225.48837,1218.0741174825978,1217.1147041082268,0.9594133743710245,-6.349594054828231,-7.647876530929634,1.2982824761014031,53.98428380972443,238.99999999999864
2021-03-02 22:15:00,2021-03-02 22:15:00,1219.6,1224.81,1218.71,1223.91,125.92581,1220.992058741299,1219.0562172201621,1.9358415211368083,-5.405478933298127,-7.199397011403333,1.7939180781052055,65.83044306241308,147.00000000000273
2021-03-02 22:20:00,2021-03-02 22:20:00,1223.99,1224.27,1221.36,1221.77,100.88712,1221.3810293706495,1219.8315837286873,1.5494456419621656,-4.774898949953467,-6.714497399113361,1.9395984491598934,58.249937793106035,-368.5000000000059
2021-03-02 22:25:00,2021-03-02 22:25:00,1221.78,1222.51,1215.51,1216.54,160.99606,1218.9605146853246,1218.8911312347766,0.06938345054800266,-4.643647977817864,-6.300327514854262,1.656679537036398,43.54460410277359,-588.4999999999991
2021-03-02 22:30:00,2021-03-02 22:30:00,1216.54,1216.76,1209.58,1210.0,194.76963,1214.4802573426623,1216.3508080248405,-1.870550682178191,-5.009606356027007,-6.042183283088812,1.0325769270618048,31.580988649616444,-276.49999999999864
2021-03-02 22:35:00,2021-03-02 22:35:00,1209.95,1212.14,1207.78,1211.01,138.01833,1212.7451286713313,1214.824862874886,-2.0797342035548354,-5.158666551421447,-5.86547993675534,0.7068133853338923,34.89582294739277,75.0
2021-03-02 22:40:00,2021-03-02 22:40:00,1210.96,1219.18,1210.41,1211.5,151.07253,1212.1225643356656,1213.8749020534901,-1.7523377178245028,-5.177575062896494,-5.727898961983571,0.5503238990870765,36.681774672911224,386.5000000000009
2021-03-02 22:45:00,2021-03-02 22:45:00,1211.51,1219.93,1209.59,1218.74,190.25021,1215.4312821678327,1215.2649300382072,0.16635212962546575,-4.555835861768401,-5.493486341940537,0.9376504801721364,57.401336537633405,500.9999999999991
2021-03-02 22:50:00,2021-03-02 22:50:00,1218.54,1222.28,1215.44,1221.52,164.73621,1218.4756410839163,1217.0520928844337,1.4235481994826387,-3.795033514881652,-5.153795776528761,1.358762261647109,62.982741800417514,-69.500000000005
2021-03-02 22:55:00,2021-03-02 22:55:00,1221.52,1221.99,1216.9,1217.35,78.28645,1217.9128205419581,1217.137209203167,0.7756113387911228,-3.4883646275502542,-4.82070954673306,1.3323449191828054,50.96344931599854,-241.49999999999636
